city,名称,id,纬度,经度,评价分数,介绍,封面图片
乌鲁木齐,揽秀园,120923,43.805689,87.600249,4.8,"揽秀园，相邻人民公园和红山公园，面积不大。园内的建筑采用清代风格，园内集中种植了新疆境内稀有的乔、灌木。是打发时间、锻炼身体的好去处。揽秀园是红山公园的一部分。揽秀园以&ldquo;文星桥&rdquo;、&ldquo;仿古街&rdquo;为中心，分南、北两园，以仿苏式园林建筑风格为主。其中有棋盘广场，它是以国际象棋和中国象棋著名残局为主题精心设计制作的小品广场 , 是乌鲁木齐市颇具代表性的十个景点。其中包括：红山公园、人民公园等。揽秀园正门左侧是乌鲁木齐十大商场之一的红山商场。",https://dimg04.c-ctrip.com/images/10030z000000nlcpqF3D7.jpg
乌鲁木齐,红山公园-远眺楼,1703486,43.808073,87.603406,4.5,远眺楼位于公园中心处，在山顶区域，可以拍摄市区全景。近年，红山公园对远眺楼进行布景升级改造，在全疆首次引进人工造雾设备安装在环楼三层阶梯护栏上。该系统利用微孔高压撞击雾化原理，由高压动力装置自动控制与检测，水从微孔雾化喷出，配合荷艺盆景和各类水生植物、盆景，营造了“清香宜人、人间仙境”的优美意境，切实提升了景观美化效果，并起到降温、加湿与除尘的作用。,https://dimg04.c-ctrip.com/images/01053120009f0dzzvB6B8.jpg
乌鲁木齐,新疆地质矿产博物馆,56912,43.826956,87.588272,4.4,新疆地质矿产博物馆前身是新疆地质局地质陈列室，是介绍新疆找矿成就、普及地质学及相关科学知识的专业展馆。踏进博物馆，大厅地面是一幅巨大的新疆卫星照片，清晰的展示了新疆的山川地貌。左边是宇宙地球厅，系统的展示了宇宙和地球。右厅的生命演化厅，以大量的化石标本和模型，解释了生命的进化。二楼三楼是矿产资源厅，展示的是新疆的各种矿产资源。四楼的旅游地质厅，用一张巨大的新疆旅游地质沙盘和微缩景观模型，把新疆与地质作用相关的主要景点的旅游线路、景点概貌、特征等，清晰的呈现出来。,https://dimg04.c-ctrip.com/images/0100y12000ikpskyr893F.jpg
乌鲁木齐,新疆科技馆,120917,43.834057,87.577763,4.3,科技馆建筑面积约一万平方米，是自治区成立30周年十大献礼工程之一。展厅共四层，一层为临展厅，除科普小剧场、科技文化室外，主要引进展示国内外科技馆推出的重点巡展，如从现在开始将在科技馆新馆举办“科技圆梦想、和谐迎奥运”大型奥运科普互动体验展，日本未来馆“65亿人的生存环境”大型主题展览等；二层为科技乐园展厅，主要包括虚拟世界、视听乐园、设计师的摇篮等板块；三层、四层为新疆产业科技之光展厅，主要包括石油工业、人水和谐、通信科技、气象科技、测绘科普地理信息、人与健康等内容。,https://dimg04.c-ctrip.com/images/0102j120009skaobn013F.jpg
乌鲁木齐,儿童公园,56920,43.832664,87.581232,4.4,乌鲁木齐市儿童公园位于市中心，与新疆人民会堂、新疆国际博览中心接壤，占地约20万平方米，是新疆惟一一个集科普教育、游艺娱乐、园林观赏为一体的综合性儿童公园。公园每年都举办大型活动，如“乌鲁木齐大型花卉造型展”等，吸引了各族游客前来参观。,https://dimg04.c-ctrip.com/images/0101v120009skagctCE44.jpg
乌鲁木齐,新疆国际会展中心,1703183,43.878089,87.621121,4.8,新疆国际会展中心是中国西部地区面向中亚、规模较大、功能较全的国际性会展中心之一，是新疆维吾尔自治区乌鲁木齐市的城市标志性建筑，“中国—亚欧博览会”的举办地，是集会议、展览、大型庆典活动为一体的国际性场馆。新疆国际会展中心造型宛如一轮升起的明月，取“明月出天山”的意境。新疆国际会展中心的两边还将修建一对张开的钢结构“翅膀”，寓意新疆维吾尔自治区蓬勃发展。,https://dimg04.c-ctrip.com/images/0100g12000axe3mdaA7DB.jpg
乌鲁木齐,毛泽民故居,120697,43.792462,87.623083,4.7,毛泽民故居位于乌鲁木齐市明德路29号，首先进入眼帘的是一座铜像和大树。铜像由烈士之子毛远新捐赠，净高1.9米，形象栩栩如生。在新疆，毛泽民是很多人都熟悉的财政厅、民政厅“周厅长”。基本陈列：《毛泽民故居复原陈列》　毛泽民故居于1940年8月建成，为土木结构的两间半平房，同年烈士迁入居住，直至1941年7月迁出。1987年7月1日，故居维修后正式陈列展出《毛泽民生平事迹展》。2005年维修、扩建后，新增了烈士的铜像。《毛泽民生平事迹展》　真实再现了毛泽民同志担任新疆省财政厅代厅长时的生活状况及工作环境。全面记录了毛泽民同志光辉的一生，突出反映了毛泽民同志自1938年～1943年为新疆各族人民的解放事业建立的不可磨灭的功绩。,https://dimg04.c-ctrip.com/images/0100512000f6sgs7m0E2D.jpg
乌鲁木齐,乌鲁木齐银行(乌鲁木齐水磨沟区支行),1702867,43.82886,87.627873,4.8,乌鲁木齐市明德路西端，有一栋斯拉夫风格的二层建筑，这里是中国工商银行新疆分行营业部明德路支行所在地，当地人喜欢叫它“大银行”。二十世纪三十年代初，新疆省银行在这里定址。1939年，新疆省银行改组为新疆商业银行，毛泽民出任第—届理事长。1943年至1945年间，新疆省商业银行在此建成斯拉夫风格建筑，并以其朴实亲民的经营风格在新疆树立了良好的信誉和口碑，人们亲切地称之为“大银行”。,https://dimg04.c-ctrip.com/images/0102e120009s812hmF18F.jpg
乌鲁木齐,塔塔尔寺,4658,43.77958,87.616517,4.5,塔塔尔寺系塔塔尔族人士于1897年捐资所建，1919年当地一家德和洋行又出资重新修建，故又称洋行大寺。该寺占地3千余平方米，其中礼拜堂约占8百平方米，前廊柱多雕花彩绘，装饰华丽。礼拜堂4间，满铺地毯，可容千人礼拜。塔塔尔寺是乌鲁木齐市区维吾尔、塔塔尔、乌孜别克等民族宗教活动的主要场所，周围的许多建筑，具有浓厚的中亚风情。,https://dimg04.c-ctrip.com/images/0106k12000f6pv2gi85F8.png
乌鲁木齐,鲤鱼山公园,1702982,43.85102,87.580239,4.8,鲤鱼山公园是乌鲁木齐市内较大的原生态公园，园内没有游乐设施，以自然景观为主。鲤鱼山公园东门附近的街心花园大约5000平方米，摆放了包括象棋桌、乒乓球案、健骑机等近百套健身设施，是居民休闲锻炼的好去处。,https://dimg04.c-ctrip.com/images/0103m12000f6sjnwl0BF4.jpg
乌鲁木齐,乌拉泊古城,56661,43.638121,87.615778,3.0,乌拉泊古城位于乌拉泊湖畔，距今已达千年左右。据考证，唐朝边塞诗人岑参的名诗《白雪歌送武判官归京》中“轮台东门送君去，去时雪满天山路”所说的“轮台”就是乌拉泊古城。古城背倚天山，东扼吐鲁番和南疆的必经要道天山白杨沟口，位居要冲。古城略呈方形，周长逾两公里。城墙为土砖夯筑，残高达七米左右。四个城角处仍存有方形角楼遗迹。古城内，又以三道夯筑土墙将古城分为3个部分，隔成东北、西北和南面3个子城。古城内到处散布着唐、宋时期的陶片，也曾出土过少量元代瓷片。附近的农民还从古城内拾到过许多清朝各代的圆形方孔铜钱。乌拉泊水库附近曾经清理过约二十座古墓，这些古墓被认为是春秋战国直到汉唐时期的古墓，有的古墓由石头一圈圈地垒成，这是车师人墓葬的神秘习俗。而在古墓附近出土过一种巨人的部分遗骸，证明这里早前的居民是一种比现代人还高大的人种，但是有关这个人种的所有一切还都是个谜。,https://dimg04.c-ctrip.com/images/0104b12000b1f5v9h95C3.jpg
乌鲁木齐,大巴扎歌舞晚宴,137703,43.779429,87.617604,4.0,大巴扎歌舞晚宴是新疆民族歌舞、文化、饮食结为—体的大型歌舞宴会。在国际大巴扎餐厅内，每晚都会上演具有浓郁新疆民族风情的精彩表演。在这里，无论是视觉、味觉、听觉、嗅觉、触觉，都可以感受到别样的异域风情。大巴扎晚宴以分餐制为主，辅以新疆维吾尔族特色的歌舞表演，其间还穿插了阿拉伯舞蹈和乌兹别克斯坦的演唱组合表演，在大饱口福的同时更可大饱眼福。,https://dimg04.c-ctrip.com/images/0306p120009ns7ubnE2C4.jpg
